country,province,title,variety,points,price,description
Italy,Tuscany,Tenuta Monteti 2004 Monteti Red (Toscana),Red Blend,93,60.0,"This massive super Tuscan blend based mostly on Petit Verdot and Cabernet Sauvignon is thick, inky dark in color and particularly intense this vintage. Black cherry, spice, plum cake and leather are protagonists of the bouquet. The mouthfeel is smooth and incredibly rich."
Italy,Southern Italy,Villa Matilde 2003 Red (Falerno del Massico),Red Blend,89,21.0,"Aglianico and Piedirosso grapes are blended to produce a thick and broad wine with an inky black color and notes of very ripe red fruit. It has a sweet, chewy aspect with vibrant, albeit densely extracted fruit and soaring tannins. Try it with a beef stew or similarly heavy dishes."
Italy,Sicily & Sardinia,Cottanera 2011 Barbazzale  (Etna),Red Blend,88,14.0,"Made from Nerello Mascalese and Nerello Cappuccio, this shows bright berry aromas of blackberry and cassis, with cola, dried ginger and polished mineral notes. The mouthfeel is clean and bright, with a touch of chopped mint."
Italy,Tuscany,Olivi 2008 Memento Red (Toscana),Red Blend,87,39.0,"A fifty-fifty blend of Sangiovese and Syrah, this densely concentrated wine has aromas that suggest underbrush, wet leaves, black berries and prune. The palate delivers fleshy black cherry, raisin, black pepper, espresso, bitter dark chocolate and a sugary vanilla note alongside solid tannins. It's at its ideal drinking window so enjoy soon."
Italy,Sicily & Sardinia,Benanti 2005 Lamorèmio Red (Sicilia),Red Blend,90,45.0,"Lamorèmio is a blend of Nerello Mascalese, Cabernet Sauvignon and Nero d'Avola in equal parts that tastes of Indian spice, clove, sweet cinnamon and blackberry. You'll also get a touch of caper or green olive that rides on the heels of the wine's smooth, supple mouthfeel."
Italy,Veneto,Santi 2010  Amarone della Valpolicella Classico,Red Blend,88,50.0,"Aromas of ripe black plum, underbrush and exotic spice come together on this brawny red. The firm palate offers black cherry extract, blackberry jam, licorice and mocha alongside chewy tannins."
Italy,Tuscany,Poggio Antico 2009 Madre Red (Toscana),Red Blend,94,73.0,"Madre is the name of a beautiful vineyard parcel on the Poggio Antico estate, with views that extend from Montalcino to the Mediterranean Sea. This hearty blend of Sangiovese and Cabernet Sauvignon is intense and rich, with long-lasting notes of blackberry, smoke, spice and black pepper. The mouthfeel is lush and velvety."
Italy,Tuscany,Bindi Sergardi 2010  Chianti Classico,Red Blend,85,20.0,"Oak dominates the overall character of this wine, with forward notes of toasted wood, tobacco leaf, roasted coffee bean and a hint of plum. There's more wood than fruit here."
Italy,Tuscany,Corte alla Flora 2011  Rosso di Montepulciano,Red Blend,85,12.0,"Made from Sangiovese and a bit of Colorino, this has an earthy nose of truffle and underbrush, with a hint of iris and a whiff of leather. Reflecting the forward nature of the vintage, the palate is soft and warm, with sweet wild cherry, plum and round tannins. Drink soon."
Italy,Tuscany,Fattoria di Montecchio 2010  Chianti Classico,Red Blend,85,15.0,"This shows delicate floral aromas along with dominant bell pepper and sawdust sensations. The palate is dominated by oaky flavors of roasted coffee beans and espresso, giving the wine an anonymous personality and style."
Italy,Tuscany,Vignavecchia 2011  Chianti Classico,Red Blend,85,32.0,"From a very hot and difficult vintage, this Chianti Classico has unusual aromas of dill, thyme and toasted oak that carry over to the palate. It's already evolved with a short finish."
Italy,Veneto,Villa Rinaldi 2000 Corpus  (Amarone della Valpolicella),Red Blend,88,,"This offers aromas of oak, chocolate and raisin. On the palate, black cherry and prune flavors are accompanied by bittersweet chocolate, vanilla and evident oak sensations. This is already evolved, so drink over the next year or two."
Italy,Veneto,Domenico Fraccaroli 2008 Grotta del Ninfeo  (Amarone della Valpolicella),Red Blend,88,42.0,"This Amarone is loaded with big fruit sensations of ripe cherry and plum, along with raisin, chocolate and oak accents. It's rather one dimensional, but has delicious fruit and is perfect for immediate enjoyment."
Italy,Veneto,Manara 2010 Le Morete  (Valpolicella Classico Superiore Ripasso),Red Blend,88,20.0,"Here's a bright and delicious ripasso, loaded with notes of black cherry, exotic spice, white pepper and a hint of bitter almond. It has both freshness and structure, making this perfect to pair with savory stews, salami or grilled steaks."
Italy,Veneto,Montecariano 2009  Valpolicella Classico Superiore Ripasso,Red Blend,88,27.0,"This offers aromas of mature black fruit and raisin. The palate delivers a vibrant black-cherry core, layered with accents of black pepper and Asian spice. It also has fresh acidity for the vintage, and will pair well with buttery dishes or cured meats."
Italy,Veneto,Antica Corte 2010  Amarone della Valpolicella,Red Blend,88,47.0,"This is an unfettered but very enjoyable Amarone, with upfront aromas of black fruit. The palate shows ripe but not exuberant plum and prune flavors, with a hint of chocolate. Pair with seasoned cheeses or braised meat dishes."
Italy,Sicily & Sardinia,Bonavita 2009  Faro,Red Blend,85,40.0,"Dark and inky, this natural wine is made from organic fruit, and it offers aromas of cured beef and prune, followed by accents of tobacco and wet earth. There's not much fruit, and it shows slightly bitter tannins on the close."
Italy,Sicily & Sardinia,Corvo 2011 Glicine Red (Sicilia),Red Blend,85,,"This opens with floral aromas of violet and rose bud, followed by light berry and plum notes. The palate tastes easy and fresh."
Italy,Central Italy,Di Filippo 2012  Montefalco Rosso,Red Blend,90,18.0,"Made with organically farmed grapes, this blend of 60% Sangiovese, 30% Barbera and 10% Sagrantino opens with aromas of tilled earth, blue flower, ripe berry and spice. The dense palate doles out fleshy black cherry, crushed plum, black pepper and tobacco alongside firm but velvety tannins. It finishes on a succulent note."
Italy,Central Italy,Cantina Fratelli Pardi 2011  Montefalco Rosso,Red Blend,90,19.0,"Bright and silky, this blend of Sangiovese, Sagrantino, Cabernet Sauvignon and Merlot offers aromas of blue flower, spicy red berry and a hint of leather. The savory palate offers layers of crushed wild cherry, red raspberry, white pepper and clove alongside supple tannins. Succulent and easy drinking, it should be enjoyed through 2016 to capture fresh fruit."
Italy,Central Italy,Le Senate 2012 Cacinello Red (Marche),Red Blend,89,28.0,"A blend of Merlot, Cabernet Sauvignon, Cabernet Franc and Petit Verdot, this opens with aromas of bluish-black fruit, exotic spice and a balsamic note. The firmly structured palate doles out blackberry, spiced blueberry, coffee and black pepper accompanied by assertive but fine-grained tannins."
Italy,Sicily & Sardinia,Valle dell'Acate 2012  Cerasuolo di Vittoria Classico,Red Blend,89,27.0,"Aromas of ripe berry, Mediterranean herb, menthol and eucalyptus lead the nose. The medium-bodied palate is already somewhat evolved offering blackberry extract, mature black cherry, licorice, spice and espresso alongside polished tannins. It closes on a note of bitter walnut."
Italy,Southern Italy,Borgo di Colloredo 2005 Gironia Biferno Rosato Red (Molise),Red Blend,83,18.0,"The wine's garnet ruby color is so saturated, it seems more like a light red than a rosato and the aromas recall raspberry, white almond, peppermint and a hint of Sherry."
Italy,Tuscany,Caccia al Piano 1868 2009 Ruit Hora  (Bolgheri),Red Blend,90,,"Merlot (70%), Cabernet Sauvignon and Petit Verdot make for a smooth and rich wine with candied fruit, blueberry, spice and loads of sweet cherry. It's chewy and tight in the mouth, with polished, almost squeaky tannins and impressive length."
Italy,Tuscany,Marchesi Antinori 2009 Guado al Tasso il Bruciato  (Bolgheri),Red Blend,89,,"Il Bruciato (an expression of Cabernet Sauvignon, Merlot, Syrah and other varieties) shows pulpy fruit tones with ripe aromas of cherry, raspberry. leather and tobacco. The wine is smooth and soft with a spicy, fruity texture."
Italy,Tuscany,Casa di Terra 2010 Moreccio  (Bolgheri),Red Blend,89,,"Despite its youth, Moreccio (a blend of Syrah, Merlot and Cabernet Sauvignon) really delivers the goods. Plush, soft and rich, it offers ripe concentration and mature aromas of spice, sweet cherry and blackberry. It's smooth, beautifully soft and caresses the palate."
Italy,Tuscany,Donna Olimpia 1898 2009 Tageto Red (Toscana),Red Blend,89,,"Tageto shows a compact, elegant style with ripe cherry, cassis, rum cake and leather aromas. Sweet fruit and lively spice appear on the close."
Italy,Veneto,Venturini Massimino 2009 Semonte Alto  (Valpolicella Classico Superiore Ripasso),Red Blend,90,26.0,"This is rich in black cherry flavors, with layered accents of white pepper, almond and walnut. It's the perfect marriage between the elegance of Valpolicella and the structure of Amarone. Imported by Panebianco, Vinity Wine Company."
Italy,Tuscany,Agricola Pugliano 2013  Chianti,Red Blend,87,,"Bright aromas of woodland berry, tilled earth and violet waft out of the glass. The vibrant palate offers crunchy red cherry, unripe strawberry and a hint of anise accompanied by racy acidity and firm tannins."
Italy,Tuscany,Le Fonti a San Giorgio 2011  Chianti Montespertoli,Red Blend,86,18.0,"This earthy expression of Sangiovese and 10% Colorino opens with funky aromas of scorched soil, truffle and game. The palate offers dried black cherry, toast, clove and a truffle note. Round but somewhat fleeting tannins provide the easy-drinking framework. Drink through 2015."
Italy,Tuscany,Astorre Noti 2011  Vino Nobile di Montepulciano,Red Blend,86,20.0,"Aromas of charred earth, overripe plum, game and a confectionary note lead the nose of this blend of 90% Sangiovese and 10% Canaiolo-Mammolo. The simple, rather rustic palate offers dried black cherry, leather and a hint of clove alongside dusty tannins."
Italy,Tuscany,Bonacchi 2013 Casalino  (Chianti Classico),Red Blend,86,,"Here's a fruity expression of Sangiovese that opens with aromas of blueberry extract, plum, resin and a confectionary note. The simple palate has fleshy blackberry, black cherry and a hint of clove accompanied by dusty, almost gritty tannins. Drink now."
Italy,Tuscany,Castello di Querceto 2013  Chianti Classico,Red Blend,86,,"Aromas of strawberry, plum, wild flower and a whiff of spice waft out of the glass. The simple, lively palate offers fleshy black cherry, ripe raspberry and a hint of baking spice alongside soft tannins. Drink soon."
Italy,Tuscany,Coli 2013 Pratale  (Chianti Classico),Red Blend,86,13.0,"This blend of Sangiovese, 10% Canaiolo and 10% Merlot offers aromas of violet, black plum and a whiff of baking spice. The simple but fleeting palate offers black cherry, raspberry and a hint of clove alongside mild tannins and fresh acidity."
Italy,Tuscany,Campo di Sasso 2014 Insoglio del Cinghiale Red (Toscana),Red Blend,88,30.0,"A blend of Syrah, Cabernet Franc, Merlot and a dollop of Petit Verdot, this has subtle aromas of ground pepper, toast, French oak and espresso. The aromas follow over to the rather lean, straightforward palate along with a note of fresh cherry set against loose-knit, fine-grained tannins. Enjoy over the next few years."
Italy,Tuscany,Guicciardini Strozzi 2012 Vignarè Red (Toscana),Red Blend,88,75.0,"A blend of Cabernet Sauvignon, Cabernet Franc and Merlot, this opens earthy aromas of game, ripe black-skinned fruit and scorched earth. The mature palate displays dried black cherry, prune and leather alongside grippy tannins that leave a firm finish."
Italy,Tuscany,Il Palagio 2012 Sister Moon Red (Toscana),Red Blend,88,55.0,"Made with 45% Sangiovese, 45% Merlot and 10% Cabernet Sauvignon, this has a restrained nose that eventually reveals aromas of cassis, toast and leather. The polished palate shows mature red plum, tobacco and vanilla alongside assertive, fine-grained tannins and somewhat soft acidity."
Italy,Tuscany,Val delle Rose 2015  Morellino di Scansano,Red Blend,88,20.0,"This opens with aromas suggesting underbrush, scorched earth, chopped herb and dried berry. The straightforward palate delivers concentrated black cherry, black currant and dark spice set against rounded tannins. A coffee note signals the close."
Italy,Tuscany,Scaranto 2013 Red (Toscana),Red Blend,88,35.0,"Made with 80% Sangiovese, 10% Merlot and 10% Cabernet Sauvignon, this opens with subtle aromas of red berry and leather. The smooth palate doles out mature black cherry and clove alongside chewy tannins."
Italy,Tuscany,Tolaini 2011 Valdisanti Red (Toscana),Red Blend,88,40.0,"Made with 75% Cabernet Sauvignon, 20% Sangiovese and 5% Cabernet Franc, this opens with aromas of black currant and a whiff of brown spice. The palate doles out blackberry jam, clove and a toasted note alongside gripping tannins that leave a firm finish."
Italy,Veneto,Villa Girardi 2010  Amarone della Valpolicella Classico,Red Blend,86,65.0,"Aromas of tobacco leaf, wet soil, mature plum, resin and a whiff of barnyard lead the nose on this full-bodied wine. The palate offers dried prune layered with notes of chocolate and grilled sage. The fleeting finish closes on a rather bitter note."
Italy,Veneto,Le Bertarole 2010 Podere Cariano  (Amarone della Valpolicella Classico),Red Blend,86,35.0,"Rustic aromas recall wet earth, barnyard and leather with a whiff of ripe, black fruit. The thick palate is rather muddled and delivers both sweet and bitter sensations of prune, overripe black plum, confectionary flavors, vanilla and notes of resin alongside astringent tannins that dry out the mouth."
Italy,Piedmont,Vallana 2007  Boca,Red Blend,91,30.0,"This fragrant blend of 70% Nebbiolo and 30% Vespolina opens with enticing scents of violet, rose, truffle and baking spice. The chewy, accessible palate delivers juicy black cherry, raspberry compote, white pepper and cinnamon while smooth supple tannins provide the framework. An almond note closes the finish. Drink through 2022."
Italy,Tuscany,Castello di Querceto 2008 Il Querciolaia Red (Colli della Toscana Centrale),Red Blend,92,60.0,"This blend of Sangiovese and Cabernet Sauvignon opens with impressive intensity, with notes of bold cherry, crushed black pepper, clove, dried currant and tobacco. The mouthfeel is velvety and rich, with a touch of bright acidity on the finish."
Italy,Lombardy,Nino Negri 2013 Quadrio  (Valtellina Superiore),Red Blend,88,22.0,"Light bodied and fresh, this has alluring scents of small red berry, aromatic herb and a floral note. The vibrant palate delivers tart red cherry, white pepper and a hint of thyme. Firm acidity and pliant tannins provide the easy-drinking framework"
Italy,Sicily & Sardinia,Benanti 2006 Serra della Contessa Red (Sicilia),Red Blend,94,49.0,"A stellar, superb wine that embodies all the grace, power and charm of the Mount Etna volcano in Sicily. This highly unique and distinctive territory has shaped an elegant expression of Nerello Mascalese (with 20% Nerello Cappuccio) offering aromas of wild berry set against delicately toasted pistachio nut. In the mouth, the wine is silky, compact and very persistent."
Italy,Veneto,Montresor 2006 Giacomo Montresor  (Amarone della Valpolicella),Red Blend,88,45.0,"A 70-30 blend of Corvina and Rondinella, this bright Amarone offers simple but genuine aromas of forest berry, toasted almond, cherry cola and vanilla bean. The wine is smooth, polished and crisp on the close."
Italy,Central Italy,Adanti 2009  Montefalco Rosso,Red Blend,84,18.0,"Made with Sangiovese, Sagrantino, Barbera, Merlot and Cabernet, this wine opens with dominant oak aromas that carry through to the palate alongside subdued notes of prune and fig. It lacks fruit richness and freshness to support the oak."
Italy,Tuscany,Il Borro 2013 Red (Toscana),Red Blend,90,45.0,"Made with 50% Merlot, 35% Cabernet Sauvignon, 10% Syrah and 5% Petit Verdot, this has subdued aromas suggesting underbrush, clove, dark-skinned berry and French oak. The smooth vibrant palate delivers red currant, unripe cherry, mocha and dried sage alongside fine-grained tannins. An orange zest note closes the finish."
Italy,Central Italy,Castello di Montegiove 2008 Elicius Red (Umbria),Red Blend,88,,"This red blend from Umbria offers a decadent bouquet that consists of rich chocolate and bright cherry intensity. The wine is smooth and chewy with a plush, velvety texture."
Italy,Tuscany,Cantine Leonardo Da Vinci 2010 Da Vinci Riserva  (Chianti),Red Blend,86,23.0,"Aromas of toast, oak, espresso and a whiff of smoke lead the nose. The palate offers oak extract, coconut, coffee and vanilla but there's not enough fruit richness to support the oak. It's already reached its ideal drinking window so enjoy sooner rather than later."
Italy,Tuscany,Mannucci Droandi 2009 Ceppeto Riserva  (Chianti Classico),Red Blend,86,31.0,"This blend of Sangiovese and 10% Merlot opens with aromas of forest floor, ripe blackberry, cedar and menthol. The warm, evolved palate offers dried black cherry, licorice, mint, ground pepper and a gamy note alongside assertive, almost gritty tannins that leave an astringent finish."
Italy,Tuscany,Cennatoio 2011 O'Leandro Riserva  (Chianti Classico),Red Blend,86,45.0,"Made with Sangiovese and a small percentage of Cabernet Sauvignon, this opens with aromas of coconut, toast and oak-driven spice. The evolved palate offers coconut, clove and ground black pepper but the fruit richness has almost dried up entirely, leaving an astringent finish."
Italy,Southern Italy,Leone de Castris 2005 Maiana Rosso Red (Salice Salentino),Red Blend,87,10.0,"Here's an easy-going Salice Salentino (90% Negroamaro and 10% Malvasia Nera) with spice, cherry and cola notes that are weaved nicely together. There's harmony and elegance here and the wine leaves a spicy imprint on the close."
Italy,Piedmont,Podere ai Valloni 2014 Gratus Bio Red (Colline Novaresi),Red Blend,88,31.0,"A blend of 85% Nebbiolo and 15% Uva Rara, this fragrant red boasts alluring scents of pressed rose, moist earth, aromatic herb and whiff of exotic spice. The racy straightforward palate doles out tart red cherry, star anise and a hint of clove alongside fine-grained tannins and firm acidity."
Italy,Veneto,Moletto 2001 Colmello Rosso Red (Veneto Orientale),Red Blend,88,27.0,Here's a blend of Merlot and Franconia (aged 48 months in oak) with straightforward aromas of cherry fruit and underbrush. The wine is smooth and offers slight sweetness followed by some sour notes on the close.
